State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Meghalaya,Shillong,2014-11-01,18.54,99.37,9.93,13.7,27.68,6.06,0.85,14.72,40.25,3.09,6.16,0.05,31,Good,7.8,64.3,1.54,3.28,1.81,149.7
Meghalaya,Shillong,2014-12-01,21.76,66.61,23.43,35.4,9.06,21.37,1.49,12.58,55.66,3.2,3.09,2.38,36,Good,5.7,80.2,1.409,1.84,1.84,149.5
Meghalaya,Shillong,2015-01-01,44.79,43.93,16.25,39.12,12.19,15.55,0.79,20.51,28.68,2.56,1.97,1.1,74,Satisfactory,5.1,81.6,1.785,3.13,1.84,152.6
Meghalaya,Shillong,2015-02-01,46.17,112.44,22.64,7.1,26.4,2.85,0.61,17.0,27.45,2.23,5.85,1.77,77,Satisfactory,7.2,64.1,1.251,2.57,1.84,150.9
Meghalaya,Shillong,2015-03-01,13.62,58.28,5.54,5.48,16.37,12.78,0.72,2.53,28.82,1.41,4.46,0.76,23,Good,8.3,39.6,1.6,3.49,1.9,150.6
Meghalaya,Shillong,2015-04-01,35.75,86.67,8.87,18.98,7.56,11.78,0.28,11.35,22.85,1.23,3.31,1.19,59,Satisfactory,13.4,39.5,1.606,3.42,1.8,150.9
Meghalaya,Shillong,2015-05-01,44.82,81.47,15.4,10.56,11.94,10.61,0.68,15.89,42.81,1.41,3.64,0.6,74,Satisfactory,19.0,56.0,1.399,3.01,1.83,152.1
Meghalaya,Shillong,2015-06-01,13.98,51.91,1.52,18.59,4.47,7.6,0.48,4.74,19.16,1.14,0.89,0.87,23,Good,16.1,87.7,1.704,1.94,1.85,151.0
Meghalaya,Shillong,2015-07-01,32.17,17.16,7.75,7.81,1.77,4.23,0.1,10.05,10.84,1.04,2.97,0.65,53,Satisfactory,21.4,96.5,1.534,2.42,1.92,152.1
Meghalaya,Shillong,2015-08-01,17.28,10.0,9.83,9.53,1.0,7.22,0.28,5.87,18.25,0.55,0.1,0.91,29,Good,16.0,85.2,1.467,2.29,1.82,150.9
Meghalaya,Shillong,2015-09-01,17.07,30.48,1.82,4.76,16.23,9.04,0.32,2.95,30.3,1.15,1.9,0.3,28,Good,12.4,95.8,1.507,3.41,1.85,151.3
Meghalaya,Shillong,2015-10-01,38.67,20.3,3.17,18.82,4.52,4.55,1.07,3.29,12.28,0.65,3.71,0.67,64,Satisfactory,5.5,83.8,1.538,2.75,1.9,152.9
Meghalaya,Shillong,2015-11-01,38.45,90.42,21.76,35.28,33.27,20.33,1.99,17.68,54.33,2.41,4.48,2.27,64,Satisfactory,10.3,77.4,1.563,2.86,1.85,152.4
Meghalaya,Shillong,2015-12-01,32.28,117.72,22.71,41.88,14.3,3.96,1.17,13.21,27.06,1.76,1.82,2.6,53,Satisfactory,8.8,73.0,1.397,2.6,1.84,153.1
Meghalaya,Shillong,2016-01-01,36.22,33.2,18.6,32.99,12.21,8.06,1.63,18.29,36.71,2.03,5.43,2.14,60,Satisfactory,3.0,61.9,1.484,2.77,1.88,153.6
Meghalaya,Shillong,2016-02-01,22.31,40.75,12.28,34.14,21.13,4.69,0.64,5.96,14.91,1.34,5.72,0.41,37,Good,6.4,74.6,1.241,2.63,1.86,152.3
Meghalaya,Shillong,2016-03-01,25.54,40.12,15.75,10.33,6.03,16.33,0.77,10.81,25.54,1.22,4.23,0.39,43,Good,6.6,41.6,1.354,3.17,1.85,153.6
Meghalaya,Shillong,2016-04-01,37.61,46.16,13.52,6.59,5.88,10.46,0.89,7.37,24.36,1.53,5.65,1.72,62,Satisfactory,11.0,46.7,1.317,3.21,1.88,152.8
Meghalaya,Shillong,2016-05-01,43.43,38.89,8.28,24.47,13.16,8.5,1.58,12.25,22.19,0.78,4.92,0.37,72,Satisfactory,16.0,41.8,1.651,3.44,1.91,154.4
Meghalaya,Shillong,2016-06-01,23.37,68.3,0.5,12.68,15.85,1.83,0.2,4.4,21.92,1.52,3.37,0.51,39,Good,18.8,70.2,1.57,2.52,1.85,153.4
Meghalaya,Shillong,2016-07-01,10.81,33.64,6.65,11.02,10.13,5.19,0.29,5.82,26.61,0.74,2.22,0.77,18,Good,13.4,99.0,1.071,2.79,1.88,154.1
Meghalaya,Shillong,2016-08-01,27.42,35.25,5.51,16.28,8.42,3.13,0.45,1.0,15.34,0.94,1.76,1.01,46,Good,22.0,100.0,1.704,2.96,1.92,155.1
Meghalaya,Shillong,2016-09-01,14.84,37.37,11.21,7.34,10.1,6.45,0.83,5.04,17.4,0.85,2.78,1.18,25,Good,8.5,93.1,1.529,2.86,1.94,153.2
Meghalaya,Shillong,2016-10-01,24.79,18.26,0.5,17.58,8.22,8.11,0.48,9.49,8.47,1.44,1.95,1.0,41,Good,11.8,67.4,1.67,2.26,1.89,154.5
Meghalaya,Shillong,2016-11-01,40.15,65.03,6.2,41.75,13.81,4.56,0.37,18.88,43.88,2.8,3.58,1.43,66,Satisfactory,9.3,67.4,1.543,2.94,1.92,152.5
Meghalaya,Shillong,2016-12-01,58.68,84.56,16.7,45.39,33.66,12.83,1.03,13.42,47.64,1.16,7.25,1.69,98,Satisfactory,3.9,85.3,1.407,2.58,1.92,152.8
Meghalaya,Shillong,2017-01-01,36.28,63.43,24.82,30.37,17.49,6.29,0.64,7.0,40.04,0.66,2.54,1.25,60,Satisfactory,6.1,59.6,1.394,2.36,1.96,155.3
Meghalaya,Shillong,2017-02-01,18.72,24.98,18.51,33.35,15.53,2.29,1.52,12.21,22.64,2.2,5.66,0.34,31,Good,5.3,57.7,1.502,2.78,1.94,155.0
Meghalaya,Shillong,2017-03-01,16.77,25.82,15.31,24.63,1.15,12.18,0.73,6.98,16.61,2.15,0.48,0.59,28,Good,10.9,48.5,1.715,2.47,1.84,155.0
Meghalaya,Shillong,2017-04-01,25.58,57.06,3.63,20.34,6.61,12.9,1.26,8.4,29.34,0.5,5.89,1.73,43,Good,15.3,39.0,1.398,1.74,1.91,155.7
Meghalaya,Shillong,2017-05-01,37.82,60.83,4.11,27.35,6.94,14.0,0.25,4.47,29.86,1.21,1.55,0.3,63,Satisfactory,13.5,53.6,1.562,3.29,1.93,156.1
Meghalaya,Shillong,2017-06-01,8.09,34.38,5.12,6.95,16.78,8.5,0.5,10.15,8.58,0.92,2.45,1.05,13,Good,11.8,63.3,1.5,2.85,1.9,154.3
Meghalaya,Shillong,2017-07-01,25.83,20.8,9.6,15.09,6.73,9.57,0.81,1.1,8.9,0.47,1.15,0.05,43,Good,13.4,94.6,1.397,2.8,2.01,155.5
Meghalaya,Shillong,2017-08-01,21.64,26.75,8.12,7.18,7.92,0.5,0.46,8.39,17.77,0.98,1.11,0.63,36,Good,20.1,81.9,1.489,2.54,1.9,155.2
Meghalaya,Shillong,2017-09-01,37.77,44.2,0.84,13.04,7.33,6.78,0.33,8.26,19.9,1.12,1.35,0.67,62,Satisfactory,7.9,88.7,1.45,3.08,1.9,155.5
Meghalaya,Shillong,2017-10-01,44.98,13.18,7.12,19.05,11.99,4.19,0.43,7.15,36.39,1.63,1.78,0.51,75,Satisfactory,6.6,76.2,1.577,2.55,1.87,155.2
Meghalaya,Shillong,2017-11-01,21.55,85.68,22.54,10.39,14.59,21.68,1.67,19.44,17.58,1.94,6.51,1.75,36,Good,2.2,65.1,1.333,2.73,1.93,155.5
Meghalaya,Shillong,2017-12-01,69.26,80.76,17.22,16.22,30.69,16.87,1.9,9.13,57.8,0.82,1.69,0.56,129,Moderate,2.7,77.1,1.528,2.54,1.96,154.9
Meghalaya,Shillong,2018-01-01,26.07,101.58,12.86,16.01,16.06,10.46,1.81,15.76,24.32,1.94,7.9,1.72,43,Good,5.4,85.3,1.384,2.11,1.98,156.5
Meghalaya,Shillong,2018-02-01,63.28,69.61,8.13,12.52,21.33,9.35,0.68,4.31,33.93,2.79,6.43,1.81,109,Moderate,7.2,64.7,1.378,2.88,2.0,156.8
Meghalaya,Shillong,2018-03-01,48.76,76.81,9.95,6.21,17.82,11.07,1.56,12.41,25.98,2.07,4.47,1.44,81,Satisfactory,13.7,51.1,1.303,3.03,1.98,158.8
Meghalaya,Shillong,2018-04-01,26.71,35.51,14.07,25.49,4.29,6.05,0.98,10.25,47.6,0.36,5.52,1.16,45,Good,11.1,31.9,1.384,2.03,2.03,158.9
Meghalaya,Shillong,2018-05-01,48.02,44.11,7.87,24.3,16.5,3.26,1.52,4.89,16.67,0.32,5.11,1.31,80,Satisfactory,12.8,57.1,1.519,2.41,1.99,157.8
Meghalaya,Shillong,2018-06-01,39.81,70.44,8.86,24.02,12.85,8.83,0.65,3.58,20.69,0.97,3.99,0.57,66,Satisfactory,11.5,80.7,1.319,2.96,2.03,157.2
Meghalaya,Shillong,2018-07-01,19.84,31.23,5.02,10.34,3.62,3.35,0.26,5.9,16.24,1.46,2.78,0.62,33,Good,21.9,79.2,1.662,2.28,1.95,157.3
Meghalaya,Shillong,2018-08-01,22.64,16.5,5.62,6.54,1.0,4.48,0.37,2.64,19.96,0.91,2.54,0.49,38,Good,14.5,89.1,1.432,2.13,1.91,157.5
Meghalaya,Shillong,2018-09-01,32.75,20.18,7.26,10.91,7.24,7.98,0.31,7.26,22.07,0.67,2.54,0.86,54,Satisfactory,13.5,89.7,1.472,2.83,1.95,157.8
Meghalaya,Shillong,2018-10-01,18.09,57.51,14.17,31.07,12.54,4.58,0.84,11.61,17.52,0.81,3.85,1.54,30,Good,11.1,71.1,1.738,2.88,2.0,156.6
Meghalaya,Shillong,2018-11-01,20.17,59.01,17.51,11.01,9.57,15.03,0.66,19.22,52.32,3.26,6.01,1.67,34,Good,7.3,60.9,1.597,3.17,1.95,159.4
Meghalaya,Shillong,2018-12-01,47.39,67.51,16.13,15.52,18.19,20.47,1.41,16.87,33.9,1.83,6.4,2.8,79,Satisfactory,5.3,75.1,1.497,2.9,1.98,158.2
Meghalaya,Shillong,2019-01-01,23.15,109.62,12.68,38.19,24.54,24.1,1.48,14.64,27.94,2.03,6.56,1.01,39,Good,5.1,75.4,1.512,3.67,2.05,160.3
Meghalaya,Shillong,2019-02-01,40.05,64.21,6.82,26.9,2.75,21.87,1.32,10.1,16.01,1.33,4.03,2.01,66,Satisfactory,6.5,66.7,1.482,2.3,1.93,160.1
Meghalaya,Shillong,2019-03-01,43.61,93.33,14.75,13.53,13.19,14.01,1.21,11.95,38.58,0.89,3.58,1.19,72,Satisfactory,10.3,59.5,1.295,3.27,2.01,158.8
Meghalaya,Shillong,2019-04-01,49.46,84.64,2.95,21.52,8.22,14.87,0.62,3.75,23.44,0.94,2.05,0.67,82,Satisfactory,7.5,39.6,1.113,2.81,1.92,158.4
Meghalaya,Shillong,2019-05-01,11.77,96.24,3.27,21.19,13.82,8.85,1.35,4.27,34.3,1.79,0.99,0.81,20,Good,12.3,48.0,1.452,3.64,2.11,159.9
Meghalaya,Shillong,2019-06-01,21.28,12.67,8.29,10.28,1.53,3.9,0.82,8.47,16.14,0.1,1.54,0.69,35,Good,14.2,64.8,1.234,3.52,2.01,159.1
Meghalaya,Shillong,2019-07-01,19.7,26.62,0.5,8.26,3.11,6.84,0.66,5.85,11.08,0.62,2.59,0.88,33,Good,23.8,95.8,1.212,2.7,2.0,159.4
Meghalaya,Shillong,2019-08-01,10.43,50.13,9.89,5.0,8.0,5.41,0.11,1.0,10.65,1.43,1.36,0.57,17,Good,19.7,83.6,1.562,3.5,2.06,159.7
Meghalaya,Shillong,2019-09-01,24.82,21.64,3.31,10.61,4.73,5.62,0.19,10.51,16.14,1.21,0.98,1.12,41,Good,13.0,90.6,1.388,3.0,1.98,160.1
Meghalaya,Shillong,2019-10-01,33.58,63.14,4.74,18.17,6.14,12.0,0.87,3.13,35.48,1.45,1.21,1.16,55,Satisfactory,7.4,67.9,1.37,3.38,2.03,159.7
Meghalaya,Shillong,2019-11-01,55.66,78.47,24.57,26.26,24.14,21.34,1.88,5.96,17.43,1.14,3.01,2.01,93,Satisfactory,2.7,60.3,1.634,3.35,2.02,159.1
Meghalaya,Shillong,2019-12-01,57.97,116.55,18.71,29.69,29.92,10.54,0.48,9.15,40.7,2.62,7.51,1.17,97,Satisfactory,4.8,72.5,1.42,2.28,2.04,160.7
Meghalaya,Shillong,2020-01-01,42.26,38.39,22.19,3.62,31.25,8.14,0.92,6.13,46.06,2.03,3.4,0.57,70,Satisfactory,4.6,78.7,1.183,3.06,2.1,160.9
Meghalaya,Shillong,2020-02-01,19.85,39.58,8.37,7.15,7.91,16.16,1.46,10.35,47.86,2.2,5.53,2.1,33,Good,8.0,58.9,1.235,3.68,2.09,160.2
Meghalaya,Shillong,2020-03-01,10.91,40.78,2.52,1.0,4.11,4.45,0.52,2.37,19.41,0.61,2.41,1.02,18,Good,5.7,42.6,1.442,3.45,2.07,160.8
Meghalaya,Shillong,2020-04-01,12.86,29.04,0.5,6.59,1.0,3.85,0.1,2.95,15.3,0.15,0.64,0.59,21,Good,11.0,52.1,1.273,3.07,2.07,163.3
Meghalaya,Shillong,2020-05-01,14.85,19.29,4.92,4.53,3.33,5.59,0.41,1.17,16.04,0.1,1.57,0.14,25,Good,12.2,36.6,1.22,3.75,2.05,161.8
Meghalaya,Shillong,2020-06-01,7.72,15.95,4.86,7.93,5.01,5.75,0.23,5.24,15.28,0.49,1.95,0.37,13,Good,18.8,84.6,1.16,3.05,2.07,161.6
Meghalaya,Shillong,2020-07-01,20.16,22.72,7.24,12.93,15.13,4.73,0.17,2.67,7.62,0.85,2.1,0.72,34,Good,16.8,86.4,1.478,3.39,2.08,160.4
Meghalaya,Shillong,2020-08-01,16.26,18.79,5.18,11.33,7.05,6.58,0.81,4.9,18.05,1.24,0.98,0.61,27,Good,22.1,87.2,1.518,2.41,2.04,160.2
Meghalaya,Shillong,2020-09-01,31.34,15.39,0.5,11.92,4.6,0.77,0.88,5.06,7.08,0.1,1.14,0.26,52,Satisfactory,7.9,79.7,1.336,2.8,2.03,160.8
Meghalaya,Shillong,2020-10-01,42.84,34.8,8.64,6.67,9.23,1.91,1.06,8.74,25.66,1.13,2.84,0.88,71,Satisfactory,5.7,70.7,1.417,3.45,2.06,159.8
Meghalaya,Shillong,2020-11-01,48.15,103.94,8.61,19.06,14.13,18.87,1.74,6.81,46.01,2.18,4.86,0.95,80,Satisfactory,7.8,76.9,1.389,3.01,2.11,161.0
Meghalaya,Shillong,2020-12-01,25.15,35.27,8.63,36.2,11.15,8.4,0.72,5.04,42.92,2.23,3.69,0.51,42,Good,4.7,70.9,1.32,3.94,2.14,160.2
Meghalaya,Shillong,2021-01-01,75.88,83.65,5.48,23.75,8.55,17.19,1.39,17.18,25.98,2.01,4.99,0.54,152,Moderate,5.2,59.1,1.542,3.16,2.06,162.2
Meghalaya,Shillong,2021-02-01,44.34,110.17,16.11,10.29,9.76,10.96,1.25,3.73,29.07,0.53,5.0,1.99,74,Satisfactory,8.1,50.3,1.568,2.95,2.14,162.5
Meghalaya,Shillong,2021-03-01,40.35,34.8,7.73,25.04,8.04,12.98,1.02,15.36,11.94,2.05,2.94,1.47,67,Satisfactory,9.2,39.7,1.227,3.4,2.12,161.6
Meghalaya,Shillong,2021-04-01,39.48,50.53,13.97,1.0,11.08,12.08,1.17,4.58,17.85,0.88,2.52,0.57,65,Satisfactory,14.6,44.4,1.404,3.76,2.13,162.5
Meghalaya,Shillong,2021-05-01,17.41,78.9,17.33,30.49,4.92,14.03,1.32,9.88,40.88,1.44,5.41,0.22,29,Good,14.4,45.2,1.371,2.92,2.13,163.1
Meghalaya,Shillong,2021-06-01,32.62,46.78,5.19,14.69,9.35,1.4,0.52,8.09,9.95,0.45,2.29,0.85,54,Satisfactory,11.7,71.4,1.488,3.12,2.16,162.9
Meghalaya,Shillong,2021-07-01,26.35,46.21,7.68,8.1,9.04,7.64,0.53,2.91,13.51,0.92,1.73,0.2,44,Good,16.3,100.0,1.278,3.43,2.11,164.3
Meghalaya,Shillong,2021-08-01,13.78,28.11,8.96,8.59,11.17,9.0,0.19,7.59,17.36,0.6,1.93,1.02,23,Good,14.7,100.0,1.475,3.66,2.08,162.0
Meghalaya,Shillong,2021-09-01,22.68,34.77,5.49,16.59,10.5,0.5,0.59,11.32,8.98,0.1,2.89,0.05,38,Good,9.9,86.0,1.229,2.86,2.03,164.1
Meghalaya,Shillong,2021-10-01,8.8,44.76,6.06,18.05,4.18,13.18,0.76,11.41,15.6,0.79,4.92,0.12,15,Good,9.5,62.9,1.213,3.3,2.09,162.9
Meghalaya,Shillong,2021-11-01,24.85,32.48,10.68,32.1,25.38,19.71,0.58,9.77,40.66,2.15,4.73,1.69,41,Good,4.7,63.3,1.291,3.89,2.05,161.5
Meghalaya,Shillong,2021-12-01,21.33,130.0,17.92,38.76,27.0,21.84,1.59,4.7,24.1,2.91,5.08,0.41,36,Good,3.7,74.2,1.438,3.58,2.15,162.4
Meghalaya,Shillong,2022-01-01,24.34,29.14,8.69,21.77,8.55,18.17,0.58,16.92,14.17,1.47,3.81,2.37,41,Good,2.5,66.0,1.427,3.5,2.16,165.5
Meghalaya,Shillong,2022-02-01,23.95,79.49,11.11,23.6,1.22,23.4,1.56,8.3,18.43,2.52,2.48,0.43,40,Good,8.1,73.9,1.22,3.88,2.15,165.5
Meghalaya,Shillong,2022-03-01,36.88,19.68,4.84,18.19,22.64,13.84,1.3,10.58,26.8,2.1,1.97,0.96,61,Satisfactory,5.4,45.6,1.531,3.34,2.18,163.7
Meghalaya,Shillong,2022-04-01,22.63,41.56,2.37,11.54,10.29,1.53,1.14,9.42,35.26,1.6,3.05,0.75,38,Good,8.5,44.3,1.544,2.51,2.18,165.1
Meghalaya,Shillong,2022-05-01,31.1,49.29,5.75,13.99,5.9,17.25,0.53,5.61,46.98,1.96,0.22,1.15,51,Satisfactory,16.1,42.3,1.561,3.44,2.18,164.6
Meghalaya,Shillong,2022-06-01,16.33,37.16,8.29,16.06,11.46,13.33,0.57,2.12,11.76,0.8,2.58,1.21,27,Good,14.5,80.9,1.379,2.65,2.22,164.3
Meghalaya,Shillong,2022-07-01,6.4,15.56,2.18,19.4,7.1,5.5,0.36,5.2,13.43,1.31,1.51,0.57,11,Good,18.8,88.4,1.424,3.51,2.15,164.5
Meghalaya,Shillong,2022-08-01,19.76,42.36,0.5,7.52,3.55,6.01,0.42,1.83,18.59,0.1,2.82,0.92,33,Good,15.9,91.7,1.168,2.97,2.11,165.1
Meghalaya,Shillong,2022-09-01,6.23,30.25,4.69,10.41,3.31,3.46,0.15,4.84,7.53,0.93,2.9,0.7,10,Good,15.7,74.2,1.283,2.99,2.23,163.8
Meghalaya,Shillong,2022-10-01,23.82,77.89,7.41,12.08,11.8,11.89,1.26,8.29,8.79,1.86,3.18,0.18,40,Good,10.5,80.1,1.305,3.33,2.13,164.3
Meghalaya,Shillong,2022-11-01,54.08,112.93,1.99,8.39,15.31,6.02,0.59,6.99,28.86,2.29,1.76,2.36,90,Satisfactory,8.6,60.5,1.285,2.67,2.14,163.4
Meghalaya,Shillong,2022-12-01,34.61,137.69,6.2,25.67,17.74,22.73,2.2,15.18,57.76,1.43,8.53,0.35,57,Satisfactory,6.1,83.0,1.127,3.23,2.14,163.7
Meghalaya,Shillong,2023-01-01,70.43,31.44,17.22,11.76,16.88,14.96,1.45,18.1,23.41,1.17,6.58,1.68,133,Moderate,5.8,62.1,1.338,3.64,2.16,167.1
Meghalaya,Shillong,2023-02-01,43.88,103.28,10.8,24.63,23.45,9.62,0.97,9.32,12.91,1.69,4.02,1.46,73,Satisfactory,7.4,63.3,1.163,4.03,2.22,166.0
Meghalaya,Shillong,2023-03-01,39.43,10.0,15.76,13.34,21.33,9.22,1.19,1.88,6.95,1.65,4.8,0.35,65,Satisfactory,6.2,46.5,1.245,2.68,2.22,166.5
Meghalaya,Shillong,2023-04-01,27.15,80.54,14.65,25.15,14.63,5.55,0.38,8.35,11.77,2.17,2.88,1.63,45,Good,9.0,36.0,1.549,3.89,2.17,166.6
Meghalaya,Shillong,2023-05-01,25.01,31.17,1.62,24.22,13.09,5.9,0.98,14.19,11.05,0.99,4.83,0.6,42,Good,14.4,45.6,1.445,3.19,2.2,166.3
Meghalaya,Shillong,2023-06-01,11.02,27.59,7.33,10.06,17.07,3.62,0.72,1.26,25.05,0.26,3.19,0.77,18,Good,21.5,72.5,1.299,2.87,2.22,164.5
Meghalaya,Shillong,2023-07-01,5.0,25.57,10.22,14.8,9.01,3.18,0.51,6.12,9.03,0.99,2.12,0.85,8,Good,15.3,95.9,1.169,3.78,2.28,165.4
Meghalaya,Shillong,2023-08-01,9.81,37.94,0.76,15.42,1.4,4.54,0.34,5.44,14.24,1.28,1.4,0.92,16,Good,16.6,100.0,1.258,3.38,2.21,166.5
Meghalaya,Shillong,2023-09-01,11.75,30.25,4.78,10.45,4.3,8.69,0.69,3.36,10.08,0.69,2.77,0.16,20,Good,14.2,95.8,1.438,4.25,2.15,165.7
Meghalaya,Shillong,2023-10-01,23.49,53.04,10.96,23.3,6.79,10.67,0.63,1.0,24.19,1.7,1.68,1.13,39,Good,10.9,68.9,1.209,3.01,2.22,164.6
Meghalaya,Shillong,2023-11-01,70.84,67.1,10.45,21.34,15.47,10.6,1.24,1.89,32.33,0.92,5.15,1.58,135,Moderate,5.4,70.2,1.457,3.21,2.21,165.3
Meghalaya,Shillong,2023-12-01,70.76,97.63,7.42,27.87,37.59,25.04,0.6,16.99,34.76,2.54,1.9,1.94,134,Moderate,3.3,72.5,1.503,3.33,2.2,166.6
Meghalaya,Shillong,2024-01-01,65.78,101.61,6.03,34.17,24.01,22.36,1.09,16.68,31.99,1.6,2.68,0.41,117,Moderate,6.2,79.4,1.301,3.87,2.21,168.3
Meghalaya,Shillong,2024-02-01,51.46,34.01,14.08,34.96,16.98,20.8,1.05,14.92,26.44,0.98,6.24,0.44,86,Satisfactory,10.2,67.9,1.539,3.08,2.2,168.7
Meghalaya,Shillong,2024-03-01,19.57,75.6,5.93,7.3,4.58,13.71,0.47,10.24,20.29,1.54,3.95,0.44,33,Good,4.1,60.9,1.128,3.22,2.21,168.3
Meghalaya,Shillong,2024-04-01,47.95,42.84,10.46,16.95,24.26,11.07,0.88,10.8,10.85,0.59,4.94,1.01,80,Satisfactory,6.8,42.4,1.524,4.23,2.21,167.2
Meghalaya,Shillong,2024-05-01,29.89,81.58,7.31,19.77,6.21,12.32,0.86,12.1,28.84,0.77,4.53,0.97,50,Good,16.6,43.0,1.147,2.97,2.2,167.4
Meghalaya,Shillong,2024-06-01,14.7,34.74,1.19,8.37,5.46,4.15,0.37,6.16,16.84,1.68,2.13,0.89,25,Good,18.9,69.8,1.146,3.3,2.28,168.8
Meghalaya,Shillong,2024-07-01,17.72,33.95,10.57,5.45,9.52,8.53,0.31,8.27,19.05,0.5,4.29,0.35,30,Good,12.6,91.1,1.414,2.26,2.23,167.6
Meghalaya,Shillong,2024-08-01,19.02,37.27,7.48,13.34,4.63,10.15,0.65,4.95,22.08,0.48,2.24,0.46,32,Good,14.6,93.2,1.177,3.29,2.27,168.1
Meghalaya,Shillong,2024-09-01,15.48,43.71,10.99,9.52,6.46,7.35,0.66,6.02,12.05,0.35,1.91,0.78,26,Good,13.0,79.3,1.238,2.67,2.28,166.5
Meghalaya,Shillong,2024-10-01,9.98,11.52,14.95,18.46,10.01,3.54,0.78,13.07,35.22,1.47,2.91,0.96,17,Good,7.4,86.5,1.36,3.45,2.24,167.1
Meghalaya,Shillong,2024-11-01,61.87,50.75,19.93,19.53,11.99,5.98,1.48,8.5,49.78,1.89,7.6,1.89,104,Moderate,7.8,75.9,1.465,3.63,2.27,167.9
Meghalaya,Shillong,2024-12-01,11.67,116.25,11.3,34.46,18.37,10.07,1.93,21.32,37.49,3.15,4.52,0.68,19,Good,6.2,80.8,1.184,3.22,2.28,168.3
Meghalaya,Shillong,2025-01-01,56.27,128.59,8.44,23.02,19.05,12.58,1.73,18.77,53.93,1.23,5.74,1.97,94,Satisfactory,5.3,63.5,1.242,3.9,2.33,171.3
Meghalaya,Shillong,2025-02-01,47.34,72.0,15.67,22.01,2.08,16.86,0.83,13.85,36.32,1.56,4.34,0.66,79,Satisfactory,8.2,61.1,1.153,4.09,2.3,169.6
Meghalaya,Shillong,2025-03-01,25.37,41.69,10.55,21.78,15.42,5.33,0.89,8.02,28.25,1.83,5.51,0.87,42,Good,11.3,52.3,1.08,4.32,2.3,170.3
Meghalaya,Shillong,2025-04-01,36.86,34.27,5.39,30.88,17.54,18.03,0.86,11.54,44.02,1.94,1.71,0.38,61,Satisfactory,10.4,44.4,1.324,3.1,2.35,169.9
Meghalaya,Shillong,2025-05-01,29.33,98.85,10.1,4.04,9.43,15.68,1.3,10.9,36.59,0.97,5.06,1.34,49,Good,12.8,50.8,1.314,3.79,2.31,170.0
Meghalaya,Shillong,2025-06-01,10.26,38.34,10.11,16.36,17.06,9.43,0.91,2.55,26.04,0.76,2.14,1.21,17,Good,17.0,86.3,1.439,3.53,2.3,169.0
Meghalaya,Shillong,2025-07-01,19.12,55.29,3.97,10.02,9.66,6.48,0.36,2.6,18.59,1.24,1.68,0.51,32,Good,17.8,81.2,1.316,4.78,2.31,169.9
Meghalaya,Shillong,2025-08-01,28.88,18.22,4.73,18.18,8.57,1.92,0.77,11.76,8.26,0.69,1.31,0.57,48,Good,16.7,93.4,1.154,3.83,2.31,169.8
Meghalaya,Shillong,2025-09-01,7.56,10.0,5.48,14.18,10.86,5.7,0.17,2.72,18.54,1.59,3.06,0.3,13,Good,13.4,96.3,1.332,3.14,2.3,169.4
Meghalaya,Shillong,2025-10-01,41.71,26.31,7.7,10.98,7.88,14.78,0.32,6.14,25.25,1.06,2.44,1.6,69,Satisfactory,8.8,72.2,1.121,4.03,2.24,169.8
Meghalaya,Shillong,2025-11-01,54.56,44.42,19.16,15.18,13.74,26.86,1.93,13.71,23.31,2.14,2.44,1.86,91,Satisfactory,5.4,78.8,1.256,3.58,2.27,171.4
Meghalaya,Shillong,2025-12-01,61.31,114.13,9.12,22.97,23.55,19.51,1.73,14.43,62.36,3.26,8.62,1.32,102,Moderate,7.2,69.8,1.353,3.92,2.33,170.7
Meghalaya,Tura,2014-01-01,51.36,46.61,9.45,33.09,10.15,6.13,0.79,5.95,26.42,2.14,2.24,0.57,85,Satisfactory,5.6,77.8,1.765,2.4,1.81,150.6
Meghalaya,Tura,2014-02-01,13.08,90.68,5.2,18.93,12.8,13.63,1.3,6.93,14.34,1.72,2.32,0.18,22,Good,7.7,52.5,1.492,1.17,1.85,149.8
Meghalaya,Tura,2014-03-01,41.25,11.39,14.91,14.79,18.73,16.81,0.1,8.06,8.78,1.29,2.84,0.91,68,Satisfactory,7.1,53.4,1.329,2.04,1.87,151.7
Meghalaya,Tura,2014-04-01,30.89,78.03,9.89,15.39,18.59,11.35,0.94,2.57,44.5,1.66,4.05,1.52,51,Satisfactory,13.0,49.4,1.657,1.92,1.91,149.1
Meghalaya,Tura,2014-05-01,58.15,19.48,6.96,12.16,24.18,15.88,0.9,13.35,42.1,0.19,5.51,1.28,97,Satisfactory,14.7,43.9,1.351,2.38,1.79,150.4
Meghalaya,Tura,2014-06-01,33.47,50.31,7.46,9.94,8.7,9.56,0.62,1.0,25.5,1.41,1.48,0.33,55,Satisfactory,17.3,80.1,1.658,2.96,1.86,148.9
Meghalaya,Tura,2014-07-01,28.45,27.89,9.12,10.86,5.53,3.27,0.38,2.94,9.86,0.72,2.22,0.37,47,Good,18.8,94.1,1.414,1.73,1.76,149.0
